1,TransKnight,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
6,TransKnight,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
7,TransKnight,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
8,TransKnight,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
9,TransKnight,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
11,Foema,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
16,Foema,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
17,Foema,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
18,Foema,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
19,Foema,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
21,BeastMaster,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
22,Lobisomem,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,26,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,1
23,Homem_Urso,1.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,26,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,1
24,Astaroth,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,33,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,4
25,Titã,14.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,40,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,2
26,BeastMaster,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
27,BeastMaster,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
28,BeastMaster,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
29,BeastMaster,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
31,Huntress,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
32,Éden,43.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,63,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
36,Huntress,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
37,Huntress,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
38,Huntress,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
39,Huntress,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
41,TransKnight,80.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
42,Foema,80.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
43,BeastMaster,64.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
44,Huntress,64.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
51,Ruty,8.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
52,Guardião_da_Cidade,9.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
53,Terah,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
54,Compositor,18.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
55,Ailyn,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
56,Arcadia,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
57,Premium_Neil,13.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
58,Ferreiro,5.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
59,Comerciante,6.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
60,Guarda,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,2
61,Foema_Ancião,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1
62,Ancião_(Elmo),7.0,91.175.0.0.0,0,74000,2,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,21
63,Mestre_Archie,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_GRID,0
64,Comerciante_Arnold,8.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_GRID,0
65,Face_da_Shiner_(Tipo_A),90.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
66,Face_da_Shiner_(Tipo_B),91.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
67,Face_da_Shiner_(Tipo_C),92.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
68,Tanya,91.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
100,Elmo_de_Aço,9.0,160.0.111.0.0,0,70000,2,0,0,EF_CLASS,1,EF_GRID,0,EF_AC,30
101,Armadura_de_Aço,9.0,148.0.69.0.0,0,99000,4,0,0,EF_CLASS,1,EF_GRID,0,EF_AC,41
102,Calça_de_Aço,9.0,168.0.85.0.0,0,26200,8,0,0,EF_CLASS,1,EF_GRID,0,EF_AC,36
103,Luva_de_Aço,9.0,175.0.118.0.0,0,71000,16,0,0,EF_CLASS,1,EF_GRID,0,EF_AC,28
104,Bota_de_Aço,9.0,202.0.61.0.0,0,57000,32,0,0,EF_CLASS,1,EF_GRID,0,EF_AC,30
105,Elmo_de_Concha,5.0,91.175.0.0.0,0,74000,2,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,21
106,Túnica_de_Concha,5.0,98.192.0.0.0,0,110000,4,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,36
107,Calça_de_Concha,5.0,98.189.0.0.0,0,81000,8,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,32
108,Luvas_de_Concha,5.0,87.168.0.0.0,0,78700,16,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,23
109,Botas_de_Concha,5.0,96.160.0.0.0,0,58500,32,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,23
110,Elmo_Conjurador,6.0,91.175.0.0.0,0,74000,2,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,21
111,Túnica_Conjuradora,6.0,98.192.0.0.0,0,110000,4,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,36
112,Calça_Conjuradora,6.0,98.189.0.0.0,0,81000,8,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,32
113,Luvas_Conjuradoras,6.0,87.168.0.0.0,0,78700,16,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,23
114,Botas_Conjuradoras,6.0,96.160.0.0.0,0,58500,32,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,23
115,Elmo_de_Artesão,5.0,0.0.0.0.0,0,0,2,0,0,EF_CLASS,1,EF_GRID,0
116,Armadura_de_Artesão,5.0,0.0.0.0.0,0,0,4,0,0,EF_CLASS,1,EF_GRID,0
117,Calça_de_Artesão,5.0,0.0.0.0.0,0,0,8,0,0,EF_CLASS,1,EF_GRID,0
118,Luva_de_Artesão,5.0,0.0.0.0.0,0,0,16,0,0,EF_CLASS,1,EF_GRID,0
119,Bota_de_Artesão,5.0,0.0.0.0.0,0,0,32,0,0,EF_CLASS,1,EF_GRID,0
120,Chapéu_de_Midas,6.0,0.0.0.0.0,0,0,2,0,0,EF_CLASS,1,EF_GRID,0
121,Casaco_de_Midas,6.0,0.0.0.0.0,0,0,4,0,0,EF_CLASS,1,EF_GRID,0
122,Calça_de_Midas,6.0,0.0.0.0.0,0,0,8,0,0,EF_CLASS,1,EF_GRID,0
123,Luva_de_Midas,6.0,0.0.0.0.0,0,0,16,0,0,EF_CLASS,1,EF_GRID,0
