1,TransKnight
6,TransKnight
7,TransKnight
8,TransKnight
9,TransKnight
11,Foema
16,Foema
17,Foema
18,Foema
19,Foema
21,BeastMaster
22,Lobisomem
23,Homem_Urso
24,Astaroth
25,Titã
26,BeastMaster
27,BeastMaster
28,BeastMaster
29,BeastMaster
31,Huntress
32,Éden
36,Huntress
37,Huntress
38,Huntress
39,Huntress
41,TransKnight
42,Foema
43,BeastMaster
44,Huntress
51,Ruty
52,Guardião_da_Cidade
53,Terah
54,Compositor
55,Ailyn
56,Arcadia
57,Premium_Neil
58,Ferreiro
59,Comerciante
60,Guarda
61,Foema_Ancião
62,Ancião_(Elmo)
63,Mestre_Archie
64,Comerciante_Arnold
65,Face_da_Shiner_(Tipo_A)
66,Face_da_Shiner_(Tipo_B)
67,Face_da_Shiner_(Tipo_C)
68,Tanya
100,Elmo_de_Aço
101,Armadura_de_Aço
102,Calça_de_Aço
103,Luva_de_Aço
104,Bota_de_Aço
105,Elmo_de_Concha
106,Túnica_de_Concha
107,Calça_de_Concha
108,Luvas_de_Concha
109,Botas_de_Concha
110,Elmo_Conjurador
111,Túnica_Conjuradora
112,Calça_Conjuradora
113,Luvas_Conjuradoras
114,Botas_Conjuradoras
115,Elmo_de_Artesão
116,Armadura_de_Artesão
117,Calça_de_Artesão
118,Luva_de_Artesão
119,Bota_de_Artesão
120,Chapéu_de_Midas
121,Casaco_de_Midas
122,Calça_de_Midas
123,Luva_de_Midas
124,Bota_de_Midas
125,Elmo_de_Comandante
126,Armadura_de_Guarda
127,Calça_de_Comandante
128,Luva_de_Comandante
129,Bota_de_Comandante
130,Elmo_de_Guarda
131,Armadura_de_Comandante
132,Elmo_de_Archie
133,Armadura_de_Archie
134,Calça_de_Archie
135,Luva_de_Archie
136,Bota_de_Archie
137,Elmo_de_Arnold
138,Calça_de_Arnold
139,Elmo_Feminino
140,Armadura_Feminina
141,Calça_Feminina
142,Luva_Feminina
143,Bota_Feminina
144,Elmo_de_Guardião
145,Armadura_de_Guardião
146,Calça_de_Guardião
147,Luva_de_Guardião
148,Bota_de_Guardião
149,Elmo_de_Terah
150,Armadura_de_Terah
151,Calça_de_Terah
152,Luva_de_Terah
153,Bota_de_Terah
154,Elmo_Azul
155,Armadura_Azul
156,Calça_Azul
157,Luvas_Azuis
158,Botas_Azuis
159,Elmo_Rubro
160,Armadura_Rubro
161,Calça_Rubra
162,Luvas_Rubras
163,Botas_Rubras
164,Elmo_de_Guarda(Az)
165,Armadura_de_Guarda(Az)
166,Calça_de_Guarda(Az)
